English Question,Bengali Question,A,B,C,D,A Bn,B Bn,C Bn,D Bn,Correct Answer
"If f(x) = \sqrt{x} -
 i. f'(x) = \frac{1}{2\sqrt{x}}
 ii. \int_{0}^{1} f(x) dx = \frac{2}{3}
 iii. \int \frac{sec^{2}x}{f(tanx)} dx =\frac{1}{2} \sqrt{tanx} + c
 Which one is correct?","f(x) = \sqrt{x} হলে-
 i. f'(x) = \frac{1}{2\sqrt{x}}
 ii. \int_{0}^{1} f(x) dx = \frac{2}{3}
 iii. \int \frac{sec^{2}x}{f(tanx)} dx =\frac{1}{2} \sqrt{tanx} + c
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",a
The value of \int_{0}^{\frac{\pi}{2}} sin^{8}\theta cos\theta d\theta is-,\int_{0}^{\frac{\pi}{2}} sin^{8}\theta cos\theta d\theta এর মান-,\frac{1}{9},\frac{1}{8},\frac{1}{7},0,\frac{1}{9},\frac{1}{8},\frac{1}{7},0,a
\int e^{10x} \left\[ 10 lnx + \frac{1}{x} \right\] dx = ?,\int e^{10x} \left\[ 10 lnx + \frac{1}{x} \right\] dx = কত?,e^{10x} ln |x| + C,e^{10x} . 10 ln|x| + C,10e^{x} ln|x| + C,\frac{1}{10} e^{10x} ln|x| + C,e^{10x} ln |x| + C,e^{10x} . 10 ln|x| + C,10e^{x} ln|x| + C,\frac{1}{10} e^{10x} ln|x| + C,a
\int 10^{5x} dx = ?,\int 10^{5x} dx = কত?,\frac{10^{5x}}{ln10} + C,\frac{10^{5x}}{5ln 10} + C,5.10^{5x} ln10 + C,10^{5x} ln 10 + C,\frac{10^{5x}}{ln10} + c,\frac{10^{5x}}{5ln 10} + c,5.10^{5x} ln10 + c,10^{5x} ln 10 + c,b
\int x^{-9} dx = ?,\int x^{-9} dx = কত?,- 9x^{-8} + C,- 9x^{-10} + C,- \frac{1}{10}x^{-10} + C,- \frac{x^{-8}}{8} + C,- 9x^{-8} + C,- 9x^{-10} + C,- \frac{1}{10}x^{-10} + C,- \frac{x^{-8}}{8} + C,d
"If y = \frac{2}{3x}, then y_{3} = ?","y = \frac{2}{3x} হলে, y_{3} = কত?",- \frac{4}{x^{4}},\frac{4}{x^{4}},4x^{4},- 4x^{4},- \frac{4}{x^{4}},\frac{4}{x^{4}},4x^{4},- 4x^{4},a
\int \frac{1}{\sqrt{18 - 2x^{2}}} dx = ?,\int \frac{1}{\sqrt{18 - 2x^{2}}} dx = কত?,\frac{1}{\sqrt{2}} sin^{-1} \frac{x}{3} + C,\frac{1}{3\sqrt{2}}tan^{-1}\frac{x}{3} + C,\frac{1}{6\sqrt{2}} ln \left | \frac{3 + x}{3 - x} \right | + C,\frac{1}{6\sqrt{2}} ln \left | \frac{x - 3}{x + 3} \right | + C,\frac{1}{\sqrt{2}} sin^{-1} \frac{x}{3} + C,\frac{1}{3\sqrt{2}}tan^{-1}\frac{x}{3} + C,\frac{1}{6\sqrt{2}} ln \left | \frac{3 + x}{3 - x} \right | + C,\frac{1}{6\sqrt{2}} ln \left | \frac{x - 3}{x + 3} \right | + C,a
"If A = \begin{bmatrix} 8 & -5 \\ 7 & 2 \end{bmatrix}, then adj A = ?","A = \begin{bmatrix} 8 & -5 \\ 7 & 2 \end{bmatrix} হলে, adj A = কোনটি?",\begin{bmatrix} 2 & 5 \\ -7 & -8 \end{bmatrix},\begin{bmatrix} -2 & 5 \\ -7 & 8 \end{bmatrix},\begin{bmatrix} 8 &7 \\ -5 & 2 \end{bmatrix},\begin{bmatrix} 2 & 5 \\ -7 & 8 \end{bmatrix},\begin{bmatrix} 2 & 5 \\ -7 & -8 \end{bmatrix},\begin{bmatrix} -2 & 5 \\ -7 & 8 \end{bmatrix},\begin{bmatrix} 8 &7 \\ -5 & 2 \end{bmatrix},\begin{bmatrix} 2 & 5 \\ -7 & 8 \end{bmatrix},d
"\begin{bmatrix} 2 & 3 & 5 \\ 5 & 0 & 1 \\ 2 & 0 & 4 \end{bmatrix} what is the (1, 2)^{th} cofactor of the determinant?","\begin{bmatrix} 2 & 3 & 5 \\ 5 & 0 & 1 \\ 2 & 0 & 4 \end{bmatrix} নির্ণায়কটির (1, 2) তম ভুক্তির সহগুণক কোনটি?",\text{- 18},\text{- 12},12,18,\text{- 18},\text{- 12},12,18,a
"If A = \begin{bmatrix} 1 & 2 & 3 \\ 4 & 5 & 6 \end{bmatrix} and \begin{bmatrix} 7 \\ 8 \\ 9 \end{bmatrix}, then what is the order of AB?","A = \begin{bmatrix} 1 & 2 & 3 \\ 4 & 5 & 6 \end{bmatrix}, \begin{bmatrix} 7 \\ 8 \\ 9 \end{bmatrix} হলে, AB এর ক্রম কত?",2 \times 1,1 \times 2,3 \times 1,2 \times 3,2 \times 1,1 \times 2,3 \times 1,2 \times 3,a
\lim_{x \to 0} \frac{e^{2x} - 1}{2x} = ?,\lim_{x \to 0} \frac{e^{2x} - 1}{2x} = কত?,\text{- 1},0,1,\frac{1}{2},\text{- 1},0,1,\frac{1}{2},c
"If A = \begin{bmatrix} 1 & 2 & 3 \\ 4 & 5 & -6 \\ 2 & 4 & 6 \end{bmatrix}, then Det(A) = ?","A = \begin{bmatrix} 1 & 2 & 3 \\ 4 & 5 & -6 \\ 2 & 4 & 6 \end{bmatrix} হলে, Det(A) এর মান কত?",\text{- 48},0,48,60,\text{- 48},0,48,60,b
"If y = \sqrt{sec2x}, then \frac{dy}{dx} = ?","y = \sqrt{sec2x} হলে, \frac{dy}{dx} কোনটি?",y tan2x,2tan2x,\frac{tan2x}{2},ycot2x,y tan2x,2tan2x,\frac{tan2x}{2},ycot2x,a
"What is the polar co-ordinate of (-4, 4\sqrt{3})?","(-4, 4\sqrt{3}) বিন্দুর পোলার স্থানাঙ্ক কোনটি?","\left ( 4\sqrt{2}, \frac{\pi}{3} \right )","\left ( 4\sqrt{2}, - \frac{\pi}{3} \right )","\left ( 8, \frac{2\pi}{3} \right )","\left ( 8, \frac{4\pi}{3} \right )","\left ( 4\sqrt{2}, \frac{\pi}{3} \right )","\left ( 4\sqrt{2}, - \frac{\pi}{3} \right )","\left ( 8, \frac{2\pi}{3} \right )","\left ( 8, \frac{4\pi}{3} \right )",c
What is the slope of 4x - 8y + 23 = ?,4x - 8y + 23 = 0 রেখার ঢাল কত?,- \frac{1}{2},\frac{1}{2},\text{-2},2,- \frac{1}{2},\frac{1}{2},\text{-2},2,b
What is the equation of straight line which passes through origin and perpendicular on 3x - 4y + 5 = ?,3x - 4y + 5 = 0 রেখার উপর লম্ব এবং মূল বিন্দুগামী সরলরেখার সমীকরণ কোনটি?,4x - 3y = 0,4x + 3y = 0,3x + 4y = 0,3x - 4y = 0,4x - 3y = 0,4x + 3y = 0,3x + 4y = 0,3x - 4y = 0,b
Which is the equation of straight line which passes through origin and makes 60\degree angle with the positive side of x-axis?,যে সরলরেখা x অক্ষের ধনাত্মক দিকের সাথে 60\degree কোণ উৎপন্ন করে এবং মূলবিন্দু দিয়ে যায় তার সমীকরণ কোনটি?,x = \sqrt{3}y,y = \sqrt{3}x,y + \sqrt{3}x = 0,\sqrt{3}y + x = 0,x = \sqrt{3}y,y = \sqrt{3}x,y + \sqrt{3}x = 0,\sqrt{3}y + x = 0,b
What is the angle created by the straight line 3x + \sqrt{3}y - 10 = 0 and the +ve side of x-axis?,3x + \sqrt{3}y - 10 = 0 রেখাটি x-অক্ষের ধনাত্মক দিকের সাথে কত কোণ উৎপন্ন করে?,\frac{\pi}{3},\frac{2\pi}{3},\frac{\pi}{6},\frac{5\pi}{6},\frac{\pi}{3},\frac{2\pi}{3},\frac{\pi}{6},\frac{5\pi}{6},b
"What is the length of the tangent on the circle 2x^{2} + 2y^{2} = 18 from the point (3, 1)?","(3, 1) বিন্দু হতে 2x^{2} + 2y^{2} = 18 বৃত্তে অঙ্কিত স্পর্শকের দৈর্ঘ্য কত একক?",1,\sqrt{2},\sqrt{19},\sqrt{38},1,\sqrt{2},\sqrt{19},\sqrt{38},a
"The circle with centre (8, -10), touches x-axis. What is the diameter of that circle?","(8, -10) বিন্দুতে কেন্দ্রবিশিষ্ট বৃত্ত x-অক্ষকে স্পর্শ করলে বৃত্তের ব্যাস কত একক?",8,10,16,20,8,10,16,20,d
What is the intersecting part on y-axis by the circle x^{2} + y^{2} - 10x - 13y + 20 = 0?,x^{2} + y^{2} - 10x - 13y + 20 = 0 বৃত্ত দ্বারা y-অক্ষের খণ্ডিতাংশের দৈর্ঘ্য কত একক?,2\sqrt{5},6\sqrt{5},8,4\sqrt{14},2\sqrt{5},6\sqrt{5},8,4\sqrt{14},c
"The circle x^{2} + y^{2} - 12x + 8y + c = 0, touches x-axis.
 
 What is the value of c?","x^{2} + y^{2} - 12x + 8y + c = 0 বৃত্তটি x-অক্ষকে স্পর্শ করে।
 
 c এর মান কত?",\text{- 6},4,16,36,\text{- 6},4,16,36,d
"The circle x^{2} + y^{2} - 12x + 8y + c = 0, touches x-axis.
 
 What is the co-ordinate of touching point?","x^{2} + y^{2} - 12x + 8y + c = 0 বৃত্তটি x-অক্ষকে স্পর্শ করে।
 
 স্পর্শ বিন্দুর স্থানাঙ্ক কত?","(0, -4)","(0, 4)","(6, 0)","(-6, 0)","(0, -4)","(0, 4)","(6, 0)","(-6, 0)",c
\frac{sin(45\degree + A) + sin(45\degree - A)}{cos(45\degree - A) - cos(45\degree + A)} = ?,\frac{sin(45\degree + A) + sin(45\degree - A)}{cos(45\degree - A) - cos(45\degree + A)} = কত?,cotA,\text{- 1},1,tanA,cotA,\text{- 1},1,tanA,a
"If A + B = \frac{\pi}{2}, then cos^{2}A - cos^{2}B = ?","A + B = \frac{\pi}{2} হলে, cos^{2}A - cos^{2}B = কত?",sin (A - B),sin (B - A),cos (A - B),0,sin (A - B),sin (B - A),cos (A - B),0,b
"In case of trigonometric function-
 i. cos4A = \frac{1 - tan^{2}2A}{1 + tan^{2}2A}
 ii. sin6A = 2sin3A cos3A
 iii. tan8\alpha = \frac{2tan4\alpha}{1 - tan^{2}4\alpha}
 Which one is correct?","ত্রিকোণমিতিক ফাংশনের ক্ষেত্রে-
 i. cos4A = \frac{1 - tan^{2}2A}{1 + tan^{2}2A}
 ii. sin6A = 2sin3A cos3A
 iii. tan8\alpha = \frac{2tan4\alpha}{1 - tan^{2}4\alpha}
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",d
The derivative of lnax with respect to x is-,x-এর সাপেক্ষে ln ax এর অন্তরজ-,\frac{a}{x},\frac{x}{a},\frac{1}{x},\frac{1}{ax},\frac{a}{x},\frac{x}{a},\frac{1}{x},\frac{1}{ax},c
The derivative of tan^{-1}3x with respect to x is-,x এর সাপেক্ষে tan^{-1}3x এর অন্তরজ-,\frac{1}{1 + 3x^{2}},\frac{3}{1 + 3x^{2}},\frac{1}{1 + 9x^{2}},\frac{3}{1 + 9x^{2}},\frac{1}{1 + 3x^{2}},\frac{3}{1 + 3x^{2}},\frac{1}{1 + 9x^{2}},\frac{3}{1 + 9x^{2}},d
"If y = e^{-\frac{3}{2}x}, then the value of \frac{dy}{dx} is-",y = e^{-\frac{3}{2}x} হলে \frac{dy}{dx} = কত?,- \frac{3}{2} e^{- \frac{3x}{2}},\frac{3}{2} e^{- \frac{3x}{2}},\frac{2}{3} e^{- \frac{3x}{2}},- \frac{2}{3} e^{- \frac{3x}{2}},- \frac{3}{2} e^{- \frac{3x}{2}},\frac{3}{2} e^{- \frac{3x}{2}},\frac{2}{3} e^{- \frac{3x}{2}},- \frac{2}{3} e^{- \frac{3x}{2}},a
\int 7^{x}dx is euqal to-,\int 7^{x}dx সমান-,7^{x} ln 7 + c,\frac{7^{x}}{ln 7} + c,\frac{7^{x + 1}}{x + 1} + c,x7^{x-1} + c,7^{x} ln 7 + c,\frac{7^{x}}{ln 7} + c,\frac{7^{x + 1}}{x + 1} + c,x7^{x-1} + c,b
\int sin x\degree is equal to-,\int sin x\degree = কত?,- cos x\degree + c,cosx\degree + c,- \frac{180\degree}{\pi} cos \frac{\pi x}{180} + c,\frac{180\degree}{\pi} cos \frac{\pi x}{180} + c,- cos x\degree + c,cosx\degree + c,- \frac{180\degree}{\pi} cos \frac{\pi x}{180} + c,\frac{180\degree}{\pi} cos \frac{\pi x}{180} + c,c
The value of \int_{0}^{\frac{\pi}{2}} \frac{sin x}{5 - cos x}dx is-,\int_{0}^{\frac{\pi}{2}} \frac{sin x}{5 - cos x}dx এর মান-,ln 20,- ln 20,ln5 - ln4,ln4 - ln5,ln 20,- ln 20,ln5 - ln4,ln4 - ln5,c
"The area of the region bounded by y = x^{2}, x-axis, x = 0 and x = 3 is-","y = x^{2}, x-অক্ষে x = 0 এবং x = 3 দ্বারা আবদ্ধ ক্ষেত্রের ক্ষেত্রফল-",3,6,8,9,3,6,8,9,d
\int \frac{dx}{\sqrt[3]{x}} is equal to-,\int \frac{dx}{\sqrt[3]{x}} সমান-,- \frac{1}{3} x^{\frac{4}{3}} + c,\frac{3}{2} x^{\frac{2}{3}} + c,\frac{3}{2} x^{-\frac{3}{2}} + c,\frac{2}{3} x^{-\frac{2}{3}} + c,- \frac{1}{3} x^{\frac{4}{3}} + c,\frac{3}{2} x^{\frac{2}{3}} + c,\frac{3}{2} x^{-\frac{3}{2}} + c,\frac{2}{3} x^{-\frac{2}{3}} + c,b
\int \frac{dx}{\sqrt{9 - x^{2}}} is equal to-,\int \frac{dx}{\sqrt{9 - x^{2}}} সমান-,sin^{-1}\frac{x}{3} + c,cos^{-1} \frac{x}{3} + c,sin^{-1}\frac{3}{x} + c,cos^{-1} \frac{3}{x} + c,sin^{-1}\frac{x}{3} + c,cos^{-1} \frac{x}{3} + c,sin^{-1}\frac{3}{x} + c,cos^{-1} \frac{3}{x} + c,a
The value of \int_{0}^{\frac{\pi}{2}} cos xdx is -,\int_{0}^{\frac{\pi}{2}} cos xdx এর মান-,\text{- 1},0,1,\frac{\pi}{2},\text{- 1},0,1,\frac{\pi}{2},c
"If P = \begin{pmatrix} 1 & -2 \\ 3 & 0 \end{pmatrix}, then the value of P^{2} - 2I is-",P = \begin{pmatrix} 1 & -2 \\ 3 & 0 \end{pmatrix} হলে P^{2} - 2I এর মান-,\begin{pmatrix} 1 & -4 \\ 0 & 7 \end{pmatrix},\begin{pmatrix} -1 & -4 \\ 0 & 7 \end{pmatrix},\begin{pmatrix} 1 & -4 \\ 0 & 9 \end{pmatrix},\begin{pmatrix} 0 & -4 \\ 0 & 8 \end{pmatrix},\begin{pmatrix} 1 & -4 \\ 0 & 7 \end{pmatrix},\begin{pmatrix} -1 & -4 \\ 0 & 7 \end{pmatrix},\begin{pmatrix} 1 & -4 \\ 0 & 9 \end{pmatrix},\begin{pmatrix} 0 & -4 \\ 0 & 8 \end{pmatrix},b
"If A = |a_{ij}|_{3 \times 2} and B = |b_{ij}|_{2 \times 4}, the size of the matrix AB is -","A = |a_{ij}|_{3 \times 2} এবং B = |b_{ij}|_{2 \times 4} হলে, AB ম্যাট্রিক্সটির আকার-",3 \times 2,2 \times 4,4 \times 3,3 \times 4,3 \times 2,2 \times 4,4 \times 3,3 \times 4,d
"C = \begin{pmatrix} 1 & 3 \\ 2 & 4 \end{pmatrix}
 
 For the matrix C-
 i. (2, 2)th minor is 1
 ii. |C| = 2
 iii. 3C = \begin{pmatrix} 3 & 9 \\ 6 & 12 \end{pmatrix}
 Which one is correct?","C = \begin{pmatrix} 1 & 3 \\ 2 & 4 \end{pmatrix}
 
 C এর ক্ষেতে-
 i. (2, 2)তম অনুরাশি 1
 ii. |C| = 2
 iii. 3C = \begin{pmatrix} 3 & 9 \\ 6 & 12 \end{pmatrix}
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",b
"C = \begin{pmatrix} 1 & 3 \\ 2 & 4 \end{pmatrix}
 
 C^{-1} is equal to-","C = \begin{pmatrix} 1 & 3 \\ 2 & 4 \end{pmatrix}
 
 C^{-1}এর সমান-",\begin{pmatrix} -2 & \frac{3}{2} \\ 1 & - \frac{1}{2} \end{pmatrix},\begin{pmatrix} 2 & -3 \\ -1 & 1 \end{pmatrix},\frac{1}{2} \begin{pmatrix} 4 & -3 \\ -2 & 1 \end{pmatrix},- \frac{1}{2} \begin{pmatrix} 4 & 3 \\ 2 & 1 \end{pmatrix},\begin{pmatrix} -2 & \frac{3}{2} \\ 1 & - \frac{1}{2} \end{pmatrix},\begin{pmatrix} 2 & -3 \\ -1 & 1 \end{pmatrix},\frac{1}{2} \begin{pmatrix} 4 & -3 \\ -2 & 1 \end{pmatrix},- \frac{1}{2} \begin{pmatrix} 4 & 3 \\ 2 & 1 \end{pmatrix},a
"If the value of (3, 2)th minor of the determinant \begin{vmatrix} 2 & 5 & 4 \\ y & 6 & x \\ -3 & 7 & -1 \end{vmatrix} is 2, then the relation between x and y is-","\begin{vmatrix} 2 & 5 & 4 \\ y & 6 & x \\ -3 & 7 & -1 \end{vmatrix} নির্ণায়কের (3, 2) তম অনুরাশির মান 2 হলে x ও y এর মধ্যে সম্পর্কটি-",2x + 5y = 2,3x + y =2,x - 2y = 2,x - 2y = 1,2x + 5y = 2,3x + y =2,x - 2y = 2,x - 2y = 1,d
"If the matrix \begin{pmatrix} k & 1 \\ 2 & 4 \end{pmatrix} is singular, the value of k is-","\begin{pmatrix} k & 1 \\ 2 & 4 \end{pmatrix} ম্যাট্রিক্সটি ব্যতিক্রমী হলে, k এর মান-",\text{-2},- \frac{1}{2},\frac{1}{2},2,\text{-2},- \frac{1}{2},\frac{1}{2},2,c
"3x - 4y + k = 0 is straight line.
 i. Its slope is \frac{3}{4}
 ii. It intercepts the length \frac{k}{4} units from the y-axis
 iii. It intersects the x-axis at (3, 0)
 Which one is correct?","3x - 4y + k = 0 একটি সরলরেখা।
 i. উহার ঢাল = \frac{3}{4}
 ii. উহা y অক্ষ থেকে \frac{k}{4} একক দৈর্ঘ্য ছেদ করে
 iii. উহা x অক্ষকে (3, 0) বিন্দুতে ছেদ করে
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",a
"The perpendicular distance of \sqrt{x}x - y + 8 = 0 from the point (\sqrt{3}, 1) is-","(\sqrt{3}, 1) বিন্দু হতে \sqrt{x}x - y + 8 = 0 রেখার লম্ব দূরত্ব-",2,5,8,5\sqrt{2},2,5,8,5\sqrt{2},b
"The polar coodinate of (-1, \sqrt{3}) is-","(-1, \sqrt{3}) বিন্দুটির পোলার স্থানাঙ্ক-","(2, -60\degree)","(2, 30\degree)","(2, 120\degree)","(2, 240\degree)","(2, -60\degree)","(2, 30\degree)","(2, 120\degree)","(2, 240\degree)",c
"If a straight line with slope \frac{3}{2} is perpendicular to \lambda x + 3y - 7 = 0, the value of \lambda is-",\frac{3}{2} ঢালবিশিষ্ট সরলরেখাটি \lambda x + 3y - 7 = 0 সরলরেখার উপর লম্ব হলে \lambda এর মান-,2,3,\frac{9}{2},\frac{9}{4},2,3,\frac{9}{2},\frac{9}{4},a
The length of intercepts from the x and y axes by the straight line px + qy = pq are respecitvely-,px + qy = pq সরলরেখাটির x ও y অক্ষদ্বয় হতে যথাক্রমে যে যে অংশ খন্ডন করে তাদের দৈর্ঘ্য-,"p, q","q, p","\frac{1}{p}, \frac{1}{q}","\frac{1}{q}, \frac{1}{p}","p, q","q, p","\frac{1}{p}, \frac{1}{q}","\frac{1}{q}, \frac{1}{p}",b
The value of lim_{x \to 0} \frac{tan^{-1}4x}{x} is-,lim_{x \to 0} \frac{tan^{-1}4x}{x} এর মান-,0,\frac{1}{4},1,4,0,\frac{1}{4},1,4,d
"If f(x) = ln(x), then-
 i. \frac{d}{dx} f(x) = \frac{1}{x}
 ii. \int f(x) dx = x ln x - x + c
 iii. \int_{1}^{2} f(x) dx = ln2
 Which one is correct?","f(x) = ln(x) হলে-
 i. \frac{d}{dx} f(x) = \frac{1}{x}
 ii. \int f(x) dx = x ln x - x + c
 iii. \int_{1}^{2} f(x) dx = ln2
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",a
"If f(x) = - x^{2} - 2x + 5 then-
 i. f(x) is a decreasing function for x < - 1
 ii. the minimum value of f(x) is 6
 iii. f''(0) = - 2
 Which one is correct?","f(x) = - x^{2} - 2x + 5 হলে-
 i. x < - 1 এর জন্য f(x) একটি ক্রমহ্রাসমান ফাংশন
 ii. f(x) এর ক্ষুদ্রতম মান 6
 iii. f''(0) = - 2
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i এবং ii,ii এবং iii,i এবং iii,"i, ii এবং iii",c
What is the area in sq. unit enclosed by first quadrant of the circle x^{2} + y^{2} = 36?,x^{2} + y^{2} = 36 বৃত্ত দ্বারা প্রথম চতুর্ভাগে আবদ্ধ ক্ষেত্রে ক্ষেত্রফল কত বর্গ একক?,36\pi,24\pi,12\pi,9\pi,36\pi,24\pi,12\pi,9\pi,d
"In the determinant, \begin{vmatrix} 3 & -4 & 2 \\ -1 & 5 & 6 \\ 7 & -8 & 4 \end{vmatrix} what is the co-factor of (1, 2)th entry?","\begin{vmatrix} 3 & -4 & 2 \\ -1 & 5 & 6 \\ 7 & -8 & 4 \end{vmatrix} নির্ণায়কটির (1, 2) তম ভুক্তির সহগুণক কত?",\text{-184},\text{-46},46,184,\text{-184},\text{-46},46,184,c
What is the value of k when two lines kx + y + 5 = 0 and 2x - 3y + 1 = 0 are parallel to each other?,kx + y + 5 = 0 এবং 2x - 3y + 1 = 0 রেখাদ্বয় পরস্পর সমান্তরাল হলে k এর মান কত?,\frac{3}{2},\frac{2}{3},- \frac{2}{3},- \frac{3}{2},\frac{3}{2},\frac{2}{3},- \frac{2}{3},- \frac{3}{2},c
"If A = \begin{bmatrix} 0 & -3 & 2 \\ 3 & 0 & 4 \\ -2 & -4 & 0 \end{bmatrix} then A is a-
 i. skew-symmetric matrix
 ii. singular matrix
 iii. diagonal matrix
 Which one is correct?","A = \begin{bmatrix} 0 & -3 & 2 \\ 3 & 0 & 4 \\ -2 & -4 & 0 \end{bmatrix} হলে A একটি-
 i. বিপ্রতিসম ম্যাট্রিক্স
 ii. ব্যতিক্রমী ম্যাট্রিক্স
 iii. কর্ণ ম্যাট্রিক্স
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",a
"If f(x) = sin2x, g(x) = sin^{2}x then-
 i. g'(x) = f(x)
 ii. \lim_{x \to 0} \frac{f(x)}{g(x)} = 0
 iii. \int_{0}^{\frac{\pi}{2}}
 Which one is correct?","f(x) = sin2x, g(x) = sin^{2}x হলে-
 i. g'(x) = f(x)
 ii. \lim_{x \to 0} \frac{f(x)}{g(x)} = 0
 iii. \int_{0}^{\frac{\pi}{2}}
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i এবং ii,ii এবং iii,i এবং iii,"i, ii এবং iii",c
What is the perpendicular distance between two straight lines 3x - 4y + 1 = 0 and 6x - 8y + 10 = 0?,3x - 4y + 1 = 0 এবং 6x - 8y + 10 = 0ন সরলরেখাদ্বয়ের মধ্যবর্তী লম্ব দূরত্ব কত?,\frac{5}{4},\frac{4}{5},\frac{6}{5},\frac{5}{6},\frac{5}{4},\frac{4}{5},\frac{6}{5},\frac{5}{6},b
"If \int \frac{dx}{1 - cosx} = f(x) + c
 What is the value of f(x)?",\int \frac{dx}{1 - cosx} = f(x) + c হলে f(x) এর মান কোনটি?,-cot \frac{x}{2},- 2cot\frac{x}{2},2cot\frac{x}{2},cot{x}{2},-cot \frac{x}{2},- 2cot\frac{x}{2},2cot\frac{x}{2},cot{x}{2},a
What is the value of \int \frac{dx}{2 - 3x}?,\int \frac{dx}{2 - 3x} এর মান কোনটি?,- \frac{ln(2 - 3x)}{3} + c,\frac{ln(2 - 3x)}{3} + c,- ln(2 - 3x) + c,ln(2 - 3x) + c,- \frac{ln(2 - 3x)}{3} + c,\frac{ln(2 - 3x)}{3} + c,- ln(2 - 3x) + c,ln(2 - 3x) + c,a
"Which one of the following is the equation of straight line passing through the point (3, -4) and is parallel to x-axis?","(3, -4) বিন্দুগামী এবং x-অক্ষের সমান্তরাল সরলরেখার সমীকরণ কোনটি?",y - 3 = 0,y + 3 = 0,y - 4 = 0,y + 4 = 1,y - 3 = 0,y + 3 = 0,y - 4 = 0,y + 4 = 1,d
"If order of matrices A, B, C are 5 \times 3, 3 \times 5 and 4 \times 5, then what is the order of C(A + B^{T})?","A, B, C ম্যাট্রিক্সগুলোর আকার যথাক্রমে 5 \times 3, 3 \times 5 এবং 4 \times 5 হলে C(A + B^{T}) এর আকার কত?",4 \times 3,3 \times 4,5 \times 5,5 \times 3,4 \times 3,3 \times 4,5 \times 5,5 \times 3,a
If y = sinx then y_{n} = ?,y = sinx হলে y_{n} = ?,cos \left ( \frac{n\pi}{2} + x \right ),cos \left ( \frac{n\pi}{2} - x \right ),sin \left ( \frac{n\pi}{2} + x \right ),sin \left ( \frac{n\pi}{2} - x \right ),cos \left ( \frac{n\pi}{2} + x \right ),cos \left ( \frac{n\pi}{2} - x \right ),sin \left ( \frac{n\pi}{2} + x \right ),sin \left ( \frac{n\pi}{2} - x \right ),c
What is the value of \int_{0}^{\frac{\pi}{2}} sec^{2}\frac{x}{2}dx?,\int_{0}^{\frac{\pi}{2}} sec^{2}\frac{x}{2}dx এর মান কত?,\text{-2},- \frac{1}{2},\frac{1}{2},2,\text{-2},- \frac{1}{2},\frac{1}{2},2,d
What is the value of \lim_{x \to 0} \frac{tan^{-1}2x}{3x}?,\lim_{x \to 0} \frac{tan^{-1}2x}{3x} এর মান কত?,- \frac{3}{2},- \frac{2}{3},\frac{2}{3},\frac{3}{2},- \frac{3}{2},- \frac{2}{3},\frac{2}{3},\frac{3}{2},c
"Which is the polar co-ordinates of the point \left ( \frac{-3\sqrt{2}}{2}, \frac{3\sqrt{2}}{2} \right ) ?","\left ( \frac{-3\sqrt{2}}{2}, \frac{3\sqrt{2}}{2} \right ) বিন্দুটির পোলার স্থানাঙ্ক কোনটি?","\left ( 3, \frac{7\pi}{4} \right )","\left ( 3, \frac{5\pi}{4} \right )","\left ( 3, \frac{3\pi}{4} \right )","\left ( 3, \frac{\pi}{4} \right )","\left ( 3, \frac{7\pi}{4} \right )","\left ( 3, \frac{5\pi}{4} \right )","\left ( 3, \frac{3\pi}{4} \right )","\left ( 3, \frac{\pi}{4} \right )",c
"If f(\theta} = cos2\theta then-
 i. \int f(\theta) d\theta = \frac{sin2\theta}{2} + c
 ii. \int \sqrt{1 - f(\theta)} d\theta = - \sqrt{2} cos\theta + c
 iii. \int \sqrt{1 + f(\theta) d\theta = \sqrt{2} sin\theta + c
 Which one is correct?","f(\theta} = cos2\theta হলে-
 i. \int f(\theta) d\theta = \frac{sin2\theta}{2} + c
 ii. \int \sqrt{1 - f(\theta)} d\theta = - \sqrt{2} cos\theta + c
 iii. \int \sqrt{1 + f(\theta) d\theta = \sqrt{2} sin\theta + c
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",d
