English Question,Bengali Question,A,B,C,D,A Bn,B Bn,C Bn,D Bn,Correct Answer
In which stage cell plate is originated?,নিম্নের কোন পর্যায়ে কোষপ্লেট তৈরি হয়?,Prohase,Anaphase,Telophase,Cytokinesis,প্রোফেজ,অ্যানাফেজ,টেলোফেজ,সাইটোকাইনেসিস,d
Which of the following is a berry fruit?,নিচের কোনটি বেরি ফল?,Banana,Paddy,Pineapple,Custard apple,কলা,ধান,আনারস,আতা,a
What is called nuclear division?,নিউক্লিয়াসের বিভাজনকে কী বলে?,Cytokinesis,Karyokinesis,Diakinesis,Synapsis,সাইটোকাইনেসিস,ক্যারিওকাইনেসিস,ডায়াকাইনেসিস,সিন্যাপসিস,b
"Reproductive organs of gymnosperms do not have-
 i. style
 ii. ovule
 iii. ovary
 Which one is correct?","নগ্নবীজী উদ্ভিদের জননাঙ্গে নেই-
 i. গর্ভদণ্ড
 ii. ডিম্বক
 iii. গর্ভাশয়
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii, ও iii",b
Which of the following type of ovule is found in mustard?,সরিষাতে নিম্নলিখিত কোন প্রকারের ডিম্বক দেখা যায়?,Atropous,Anaptropous,Amphitropous,Camphylotropous,ঊর্ধ্বমুখী,নিম্নমুখী,পার্শ্বমুখী,বক্রমুখী,d
How are Cycas plant's sperm?,Cycas উদ্ভিদের শুক্রাণু কেমন?,Aflagellate,Uniflagellate,Biflagellate,Multiflagellate,ফ্ল্যাজেলাবিহীন,এক ফ্ল্যাজেলাযুক্ত,দ্বি-ফ্ল্যাজেলাযুক্ত,বহু ফ্ল্যাজেলাযুক্ত,d
"The dominant plants in the world and their endosperms are triploid.
 
 Which plant has been mentioned in the stem?","পৃথিবীতে প্রাধান্য বিস্তারকারী উদ্ভিদ এবং এদের সস্য ট্রিপ্লয়েড।
 উদ্দীপকে কোন উদ্ভিদের কথা বলা হয়েছে?",Moss,Fern,Angiosperm,Gymnosperm,মস,ফার্ন,আবৃতবীজী,নগ্নবীজী,c
"The dominant plants in the world and their endosperms are triploid.
 
 The characteristics of the plants are-
 i. double fertilization occur
 ii. fruit not develop
 iii. companion cell are present in phloem tissue
 Which one is correct?","পৃথিবীতে প্রাধান্য বিস্তারকারী উদ্ভিদ এবং এদের সস্য ট্রিপ্লয়েড।
 উদ্ভিদটির বৈশিষ্ট্য-
 i. দ্বি-নিষেক হয়
 ii. ফল হয় না
 iii. ফ্লোয়েম টিস্যুতে সঙ্গীকোষ আছে
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii, ও iii",b
Which of the following is a C_{4} plant?,নিচের কোনটি C_4 উদ্ভিদ?,Rice,Wheat,Sugarcane,Mango,ধান,গম,ইক্ষু,আম,c
Where glycolysis occurs in cell?,গ্লাইকোলাইসিস কোষের কোথায় ঘটে?,Mitochondria,Chloroplast,Ribosome,Cytoplasm,মাইটোকন্ড্রিয়ায়,ক্লোরোপ্লাস্টে,রাইবোজোমে,সাইটোপ্লাজমে,d
Which one of the following is blue colored pigment?,নিচের কোনটি নীল বর্ণের রঞ্জক পদার্থ?,Phycocyanine,Phycocerythrine,Carotene,Xanthophyl,ফাইকোসায়ানিন,ফাইকোইরিথ্রিন,ক্যারোটিন,জ্যান্থোফিল,a
Which nourishes the embryo?,ভ্রূণকে পুষ্টি দান করে কোনটি?,Tapetum,Endosperm,Nucellus,Embryo sac,ট্যাপেটাম,এডোস্পার্ম,নিউসেলাস,ভ্রূণথলি,c
"Stomatal opening and closing controls-
 i. starch
 ii. pH
 iii. Na^{+}
 Which one of the following is correct?","পত্ররন্ধ্রের খোলা ও বন্ধ হওয়াকে নিয়ন্ত্রণ করে-
 i. স্টার্চ
 ii. pH
 iii. Na
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii, ও iii",a
Passive absorption theory is-,নিষ্ক্রিয় পরিশোষণ মতবাদ হলো-,Lundegardth,Lacithin carrier concept,Proton Anion co-transport,Donnan equilibrium,লুনডেগড় মতবাদ,লেসিথিন বাহক মতবাদ,প্রোটিন অ্যানায়ন কোট্রান্সপোর্ট মতবাদ,ডোন্যান সাম্যাবস্থা,d
"ATP synthesis is called-
 i. photolysis
 ii. photophosphorylation
 iii. photosystem
 Which one of the following is correct?","ATP তৈরির প্রক্রিয়াকে বলা হয়-
 i. ফটোলাইসিস
 ii. ফটোফসফোরাইলেশন
 iii. ফটোসিস্টেম
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii, ও iii",c
Which of the following type of ovule is found in mustard?,সরিষাতে নিম্নলিখিত কোন প্রকারের ডিম্বক দেখা যায়?,Atropous,Anatopous,Amphitropous,Camphylotropous,ঊর্ধ্বমুখী,নিম্নমুখী,পার্শ্বমুখী,বক্রমুখী,d
"As a result of fertilization-
 i. the stability of the chromosome number of the species become maintained
 ii. there is no possibility to creating new species
 iii. more productive and tolerant crops become produced
 Which one of the following is correct?","নিষেকের ফলে-
 i. প্রজাতির ক্রোমোসোম সংখ্যার স্থিরতা রক্ষা হয়
 ii. নতুন প্রজাতি সৃষ্টির সম্ভাবনা থাকে না
 iii. অধিক ফলনশীল ও সহনশীল ফসল উৎপন্ন হয়
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii, ও iii",b
In which Mitotic stage chromosomes show different types of 'English letters'?,মাইটোসিসের কোন পর্যায়ে ক্রোমোসোমগুলোকে ইংরেজি বিভিন্ন অক্ষরের মত দেখায়-,Prohase,Metaphase,Anaphase,Telophase,প্রোফেজ,মেটাফেজ,অ্যানাফেজ,টেলোফেজ,c
"The characteristics of cytokinesis are-
 i. nuclear division
 ii. cytoplasmic division
 iii. multiplication of cell
 Which one of the following is correct?","সাইটোকাইনেসিসের বৈশিষ্ট্য হলো-
 i. নিউক্লিয়াসের বিভাজন
 ii. সাইটোপ্লাজমের বিভাজন
 iii. কোষের সংখ্যা বৃদ্ধি
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii, ও iii",c
In which sub-stage terminalization occurs?,প্রান্তীয়করণ কোন উপপর্যায়ে ঘটে?,Zygotene,Pachytene,Diplotene,Diakinesis,জাইগোটিন,প্যাকাইটিন,ডিপ্লোটিন,ডায়াকাইনেসিস,c
Which of the following is the characteristics of gymnosperm?,কোনটি নগ্নবীজী উদ্ভিদের বৈশিষ্ট্য?,Double fertilization occurs,Xylem tissue containes true vessel cell,Heteromorphic alternation of generation present,Phloem tissue contains companion cell,দ্বি-নিষেক ঘটে,জাইলেম টিস্যুতে সত্যিকার ভেসেল কোষ থাকে,অসম আকৃতির জন্মক্রম বিদ্যমান,ফ্লোয়েম টিস্যুতে সঙ্গী কোষ থাকে,c
How many types of leaves in cycas?,সাইকাসের পাতা কয় ধরনের?,1,2,3,4,1,2,3,4,b
"The characteristics of Poaceae family are-
 i. the number of petals is 3 or its multiple
 ii. corolla is twisted
 iii. the embryonic buds are lateral
 Which one of the following is correct?","Poaceae গোত্রের বৈশিষ্ট্য হলো-
 i. পুষ্পপত্রের সংখ্যা ৩ বা এর গুণিতক
 ii. দলমণ্ডল টুইস্টেড
 iii. ভ্রূণমুকুল পার্শ্বীয়
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i ও ii,ii ও iii,i ও iii,"i, ii, ও iii",c
According to cell division how many types of meristematic tissue divides?,কোষ বিভাজন অনুসারে ভাজক টিস্যু কত প্রকার?,2,3,4,5,2,3,4,5,b
What is called the special type of trichome?,বিশেষ ধরনের বহুকোষী ট্রাইকোমকে কী বলে?,Colleters,Scale,Bladder,Stomata,কেলেটার্স,শল্ক,ব্লাডার,স্টোম্যাটা,a
Closed collateral vascular bundles are found in which of the following plant's stem?,বদ্ধ সমপার্শ্বীয় ভাস্কুলার বান্ডল পাওয়া যায় নিচের কোন উদ্ভিদ কাণ্ডে?,Maize,Ladies finger,Egg plant,Tomato,ভূট্টা,ঢেঁড়স,বেগুন,টমেটো,a
Who is the father of Biotechnology?,Biotechnology শব্দের জনক কে?,Karl Ereky,Edward Jenner,John Clinch,Janet Parker,Karl Ereky,Edward Jenner,John Clinch,Janet Parker,a
Which one of the following elements do plants absorb from soil?,নিচের কোন মৌল উদ্ভিদ মাটি থেকে গ্রহণ করে?,Carbon,Hydrogen,Oxygen,Nitrogen,কার্বন,হাইড্রোজেন,অক্সিজেন,নাইট্রোজেন,d
What kind of vascular bundle is found in Dracaena?,Draccaena উদ্ভিদে কোন ধরনের ভাস্কুলার বান্ডল বর্তমান?,Collateral,Bi-collateral,Hadrocentric,Leptocentric,সমপার্শ্বীয়,সমদ্বিপার্শ্বীয়,জাইলেম কেন্দ্রিক,ফ্লোয়েম কেন্দ্রিক,d
"The characters of root are-
i. cortex lack of hypodermis
ii. metaxylem arranged centrally
iii. xylem Y or V shaped
Which one is correct?","মূলের বৈশিষ্ট্য-
 i. কার্টেক্সে হাইপোডার্মিস অনুপস্থিত
 ii. মেটাজাইলেম কেন্দ্রের দিকে অবস্থিত
 iii. জাইলেম Y বা V আকৃতির
 নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,i ও iii,ii ও iii,"i, ii, ও iii",a
Which one of the following is called nuclear division?,নিচের কোনটি নিউক্লিয়াসের বিভাজন?,Karyokinesis,Metakinesis,Diakinesis,Cytokinesis,ক্যারিওকাইনেসিস,মেটাকাইনেসিস,ডায়াকাইনেসিস,সাইটোকাইনেসিস,a
Which one is diploid phase of plasmodium vivax?,কোনটি Plasmodium vivax-এর ডিপ্লয়েড দশা?,Sporozoite,Cryptozoite,Merozoite,Ookinete,স্পোরোজয়েট,ক্রিপ্টোজয়েট,মেরোজয়েট,উকিনেট,d
"Karim has been suffering from acute fever. His eyes become reddend and Radish rash is found on his body.
What is the name of the disease of Karim of the stem?","করিম জ্বররোগে ভুগছে। তার চোখ লালচে হয়েছে এবং গায়ে লাল বর্ণের র‍্যাশ বর্তমান।
 উদ্দীপকে করিমের রোগের নাম কী?",Malaria,Influenza,Hepatitis,Dengue,ম্যালেরিয়া,ইনফ্লুয়েঞ্জা,হেপাটাইটিস,ডেঙ্গু,d
"Karim has been suffering from acute fever. His eyes become reddend and Radish rash is found on his body.
The cause of Karim's fever is one kind of-","করিম জ্বররোগে ভুগছে। তার চোখ লালচে হয়েছে এবং গায়ে লাল বর্ণের র‍্যাশ বর্তমান।
 করিমের রোগের কারণ এক ধরনের-",bacteria,virus,fungus,plasmodium,ব্যাকটেরিয়া,ভাইরাস,ছত্রাক,প্লাজমোডিয়াম,b
Increasing of which one of the following reduces the transpiration?,নিচের কোনটি বাড়লে প্রস্বেদন কমে?,Light,Temperature,Relative humidity,Wind blowing,আলো,তাপমাত্রা,আপেক্ষিক আর্দ্রতা,বায়ুপ্রবাহ,c
Which one is the character of permanent tissue?,স্থায়ী টিস্যুর বৈশিষ্ট্য কোনটি?,Cells are compactly arranged,Intercellular space is absent,Cell wall is composed of cellulose,Cells are mature,কোষগুলো ঘন সন্নিবেশিত,আন্তঃকোষীয় ফাঁক নাই,কোষপ্রাচীর সেলুলোজ নির্মিত,কোষগুলো পরিণত,d
From which one of the following haploid plant can be produced?,নিচের কোনটি হতে হ্যাপ্লয়েড উদ্ভিদ উৎপাদন সম্ভব?,Root,Stem,Anther,Embryo,মূল,কাণ্ড,পরাগধানী,ভ্রূণ,c
"In genetic engineering bacteria is used as-
i. a host
ii. a vector
iii. source of enzyme
Which one is correct?","জিন প্রকৌশলে ব্যাকটেরিয়া ব্যবহৃত হয়-
 i. পোষাক হিসেবে
 ii. বাহক হিসেবে
 iii. এনজাইমের উৎস হিসেবে
 নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,i ও iii,ii ও iii,"i, ii, ও iii",d
"The function of edoplasmic reticulum is-
i. to form frame work of protoplasm
ii. to form ribosome
iii. to produce keratin within cell
Which one is correct?","এন্ডোপ্লাজমিক রেটিকুলামের কাজ-
 i. প্রোটোপ্লাজমের কাঠামো তৈরি হয়
 ii. Ribosome তৈরি করা
 iii. Keratin তৈরি করা
 নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,i ও iii,ii ও iii,"i, ii, ও iii",a
Who proposed the name Ribosome?,Ribosome নাম কে প্রস্তাব করেন?,Albert Claude,Richard B. Roberts,George Palade,Christian de Duve,Albert Claude,Richard B. Roberts,George Palade,Christian de Duve,b
In which stage of cell division do the chromosomes arrange at the equatorial region of the cell?,কোন দশায় ক্রোমোসোম কোষের বিষুবীয় অঞ্চলে বিন্যস্ত হয়?,Prophase,Pro-metaphase,Metaphase,Anaphase,প্রোফেজ,প্রো-মেটাফেজ,মেটাফেজ,অ্যানাফেজ,c
"In Gymnosperms-
i. fertilization take place
ii. archegonia are formed
iii. xylem contains vessels
Which one is correct?","নগ্নবীজী উদ্ভিদে-
 i. নিষেক হয়
 ii. আর্কিগোনিয়া
 iii. জাইলেমে ভেসেল থাকে
 নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,i ও iii,ii ও iii,"i, ii, ও iii",a
What is called the process of pair forming of homologous chromosome?,হোমোলোগাস ক্রোমোসোমের জোড় বাঁধার প্রক্রিয়াকে কী বলা হয়?,Chaisma,bivalent,Synapsis,Crossing over,কায়াজমা,বাইভেলেন্ট,সিন্যাপসিস,ক্রসিং ওভার,c
Which one of the following is the function of chloroplast?,নিচের কোনটি ক্লোরোপ্লাস্টের কাজ?,Food storage,Helos in seed propagation,Food production,Conversion of glucose of starch,খাদ্য সঞ্চয় করা,বীজের বিস্তারে সাহায্য করা,খাদ্য প্রস্তুত করা,গ্লুকোজকে শ্বেতসারে পরিণত করা,c
Which one of the following is the emerging virus?,নিচের কোনটি ইমার্জিং ভাইরাস?,BMV,HIV,TMV,TIV,BMV,HIV,TMV,TIV,b
Which type of fruit is found in rice?,ধানে কোন ধরনের ফল দেখা যায়?,Capsule,Berry,Siliqua,Caryopsis,ক্যাপসুল,বেরি,সিলিকুয়া,ক্যারিঅপসিস,d
"Explant selection \rightarrow Culture media preparation \rightarrow \fbox{A} \rightarrow \fbox{B} \rightarrow \fbox{C} \rightarrow \fbox{D} \rightarrow transfer the plantlet to tub.
 Which one is the step 'A' of stem?","এক্সপ্লান্ট নির্বাচন \rightarrow আবাদ মাধ্যম তৈরি \rightarrow \fbox{A} \rightarrow \fbox{B} \rightarrow \fbox{C} \rightarrow \fbox{D} \rightarrow চারা টবে স্থানান্তর ।
 উদ্দীপকের A ধাপ কোনটি?",Callus production,Sterilization,Inoculation of explant in medium,Root formation,ক্যালাস সৃষ্টি,জীবাণুমুক্তকরণ,মিডিয়ামে এক্সপ্লান্ট স্থাপন,মূল সৃষ্টি,b
"Explant selection \rightarrow Culture media preparation \rightarrow \fbox{A} \rightarrow \fbox{B} \rightarrow \fbox{C} \rightarrow \fbox{D} \rightarrow transfer the plantlet to tub.
 Application of the process of stem-
 i. disease free plant production
 ii. transgenic plant production
 iii. preservation of endangered plant
 Which one is correct?","এক্সপ্লান্ট নির্বাচন \rightarrow আবাদ মাধ্যম তৈরি \rightarrow \fbox{A} \rightarrow \fbox{B} \rightarrow \fbox{C} \rightarrow \fbox{D} \rightarrow চারা টবে স্থানান্তর ।
 উদ্দীপকের প্রক্রিয়ার প্রয়োগ-
 i. রোগমুক্ত উদ্ভিদ সৃষ্টি
 ii. ট্রান্সজেনিক উদ্ভিদ উৎপাদন
 iii. বিলুপ্তপ্রায় উদ্ভিদ সংরক্ষণ
 নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii, ও iii",d
Which one is the effective light spectra of photosynthesis is?,সালোকসংশ্লেষণে ব্যবহৃত আলোর সবচেয়ে কার্যকরী বর্ণালী কোনটি?,Green,Violet,Red,Yellow,সবুজ,বেগুনি,লাল,হলুদ,c
Which of the following element producing gene has been added in transgenic clover grass?,ট্রান্সজেনিক ক্লোভার ঘাসে নিচের কোন উপাদানটি উৎপাদনকারী জিন সংযোজন করা হয়েছে?,Sulphur,Iron,Zinc,Copper,সালফার,আয়রন,জিংক,কপার,a
"Applicable for anaerobic repiration-
 i. lactic acid production occurs
 ii. occurs in yeast
 iii. oxygen is required
 Which one is correct?","অবাত শ্বসনের ক্ষেত্রে প্রযোজ্য-
 i. ল্যাকটিক এসিড তৈরি হয়
 ii. ইস্টে প্রক্রিয়াটি সংঘটির হয়
 iii. অক্সিজেনের প্রয়োজন হয়
 নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii, ও iii",a
"The time period of sexual reproduction of malarial parasite that occured in the body of anopheles mosquito can be divided into two stages:
 (A) Gametogony (B) Sporogony
 Which of the following structure is formed in B stage of stem?","ম্যালেরিয়া পরজীবীর মশকীর দেহে সংঘটিত যৌন জননের সময়কালকে দুটি পর্যায়ে ভাগ করা যায়। যথা- (ক) গ্যামিটোগোনি এবং (খ) স্পোরোগোনি
 উদ্দীপকের 'খ' পর্যায়ে নিচের কোন গঠনটির সৃষ্টি হয়?",Gamete,Zygote,Ookinete,Sporozoite,গ্যামেট,জাইগেট,উওকিনেট,স্পোরোজয়েট,d
"The time period of sexual reproduction of malarial parasite that occured in the body of anopheles mosquito can be divided into two stages:
 (A) Gametogony (B) Sporogony
 Characteristics of stage 'A' of stem-
 i. occurs inside the crop of mosquito
 ii. cone is formed in female gamete
 iii. exflagelation is carried out
 Which one is correct?","ম্যালেরিয়া পরজীবীর মশকীর দেহে সংঘটিত যৌন জননের সময়কালকে দুটি পর্যায়ে ভাগ করা যায়। যথা- (ক) গ্যামিটোগোনি এবং (খ) স্পোরোগোনি
 উদ্দীপকের 'ক' পর্যায়ের বৈশিষ্ট্য-
 i. মশকীর ক্রুপের অভ্যন্তরে ঘটে
 ii. স্ত্রী গ্যামেটে কোণ সৃষ্টি হয়
 iii. এক্সফ্লাজেলেশন সম্পন্ন হয়
 নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii, ও iii",d
In which stage of mitosis cell division spindle apparatus is produced?,মাইটোসিস কোষ বিভাজনের কোন ধাপে স্পিন্ডল যন্ত্রের সৃষ্টি হয়?,Prophase,Prometaphase,Metaphase,Anaphase,প্রোফেজ,প্রো-মেটাফেজ,মেটাফেজ,অ্যানাফেজ,b
Which one is the chromosome number of rice?,ধানের ক্রোমোজোম সংখ্যা কত?,24,28,40,42,24,28,40,42,a
Who introduced the cytochrome pump theory of mineral salt absorption?,খনিজ লবণ পরিশোষণের ক্ষেত্রে সাইটোক্রম পাম্প ধারণার প্রবক্তা কে?,Banett Clerk,George Donan,Lundeguard,S. Emamura,বেনেট ক্লার্ক,জর্জ ডোনান,লুনডেগড়,এস. ইমামুরা,c
"Fructose-6-photosphate \rightarrow fructose-1, 6-bis phosphate.
 Which enzyme will be active in P marked part?","ফ্রুক্টোজ-৬-ফসফেট \xrightarrow{P} ফ্রুক্টোজ-১, ৬-বিস ফসফেট
 উপরের 'P' চিহ্নিত স্থানে কোন এনজাইম ক্রিয়াশীল থাকবে?",Phosphofructokinase,Aldolase,Isomerase,Phosphoglyceromutase,ফসফোফ্রুক্টোকাইনেজ,অ্যালডোলেজ,আইসোমারেজ,ফসফোগ্লিসারোমিউটেজ,a
What is called the process of mRNA production from DNA?,DNA থেকে mRNA তৈরির প্রক্রিয়াকে কী বলা হয়?,Replication,Mutation,Transcription,Translation,রেপ্লিকেশন,মিউটেশন,ট্রান্সক্রিপশন,ট্রান্সলেশন,c
Which cytoplasmic organelle is not membrane-bound?,কোন সাইটোপ্লাজমীয় অঙ্গাণুটি ঝিল্লিবদ্ধ অঙ্গাণু নয়?,Golgi body,Ribosome,Lysosome,Peroxisome,গলজি বডি,রাইবোসোম,লাইসোসোম,পার অক্সিসোম,b
Which one of the following you will get after hydrolysis of RNA-,RNA কে হাইড্রোলাইসিস করলে পাওয়া যায়-,Deoxy ribose,Histone,Thymine,Uracil,ডিঅক্সি রাইবোজ,হিস্টোন,থাইমিন,ইউরাসিল,d
In which stage of the cell cycle the nucleus is called metabolic nucleus?,কোষ চক্রের কোন ধাপের নিউক্লিয়াসকে বিপাকীয় নিউক্লিয়াস বলে?,Prophase,Interphase,Metaphase,Pro-Metaphase,প্রোফেজ,ইন্টারফেজ,মেটাফেজ,প্রো-মেটাফেজ,b
"The teacher told in the class, ""a unique arrangement of chromosomes occure by this type of cell division.""
As a result of above mentioned cell division-","শিক্ষক ক্লাসে বললেন, ""এই প্রকার বিভাজনের ফলে ক্রোমোসোমের স্বতন্ত্র বিন্যাস ঘটে।""
 উদ্দীপকে নির্দেশিত কোষ বিভাজনের ফলে-",physical growth occurs,healing of lesion of living organism,changes of characters in living organism,cell regeneration occurs,দৈহিক বৃদ্ধি ঘটে,জীবদেহে সৃষ্ট ক্ষতস্থান পূরণ হয়,জীবে বৈশিষ্ট্যগত পরিবর্তন সাধিত হয়,কোষের পুনরুৎপাদন ঘটে,c
"Dark green water-soaked rings formed in stem, leaf stalk and fruit of Saju's papaya field.
Following which one is responsible for this disease?","সাজুর পেঁপে ক্ষেতে কাণ্ড, পাতার বোটা ও ফলে পানি-সিক্ত গাঢ় সবুজ রিং সৃষ্টি হয়েছে।
 এটা কী ঘটিত রোগ?",Fungi,Plasmodium,Bacteria,Virus,ছত্রাক,Plasmodium,ব্যাক্টেরিয়া,ভাইরাস,d
Which is not true in case of virus?,ভাইরাসের ক্ষেত্রে কোনটি সঠিক নয়?,DNA and RNA both exist,There is no physical growth,Does not respond to environmental stimuli,Can be crystalized,DNA ও RNA উভয় প্রকার নিউক্লিক এসিড থাকে,দৈহিক বৃদ্ধি নেই,পরিবেশের উদ্দীপনায় সাড়া দেয় না,কেলাসিত করা যায়,a
"""Rahim planted lentils in the field after harvesting paddy insted of use urea fertilizer.""
Which of the following micro-organism will make up the lacking of fertilizer, mentioned in the stem?","রহিম ইউরিয়া সার ব্যবহার না করার জন্য ধান কাটার পর জমিতে মসুর ডাল চাষ করলো।
 নিচের কোন অণুজীবের কারণে উদ্দীপকের সারের অভাব পূরণ হবে?",Basillus,Clostridium,Streptococcus,Rhizobium,Basillum,Clostridium,Streptococcus,Rhizobium,d
"""Rahim planted lentils in the field after harvesting paddy insted of use urea fertilizer.""
The main and fastest way of reproduction of above mentioned microorganism is-","রহিম ইউরিয়া সার ব্যবহার না করার জন্য ধান কাটার পর জমিতে মসুর ডাল চাষ করলো।
 উল্লিখিত প্রকারের অণুজীবের প্রজননের প্রধান ও দ্রুততর উপায় হলো-",Budding,Binary fission,Gonidia,Transformation,মুলুলোদগম,দ্বি-বিভাজন,গনিডিয়া,ট্রান্সফরমেশন,b
"Trophozoite \rightarrow Signet ring \rightarrow A \rightarrow Schizent \rightarrow Merozoite
Which of the following substance is formed in step A?","ট্রোফোজয়েট \rightarrow সিগনেট রিং \rightarrow A \rightarrow সাইজন্ট \rightarrow মেরোজয়েট
 A ধাপে নিচের কোন পদার্থটি তৈরি হয়?",Haemolysin,Haemozoin,Lysolecithin,Pyrogen,হিমোলাইসিন,হিমোজয়েন,লাইসোলেসিথিন,পাইরোজেন,b
Which of the following plant contains feather like stigma?,পালকের ন্যায় গর্ভমুণ্ড থাকে নিচের কোন উদ্ভিদে?,Kenaf,Pea,Lalshak,Barly,কেনাফ,মটরশুটি,লালশাক,বার্লি,d
Following which one is initition codon?,নিচের কোনটি সূচনাকারী কোডন?,AUG,UUU,UAG,UGA,AUG,UUU,UAG,UGA,a
"The stomate are opened when-
i. K^{+} ion enter into guard cell
ii. the amount of CO_{2} increases in the guard cell
iii. H^{+} actively exits from guard cell
Which one is corect?","পত্ররন্ধ্র খোলে যখন-
 i. রক্ষীকোষে K^+ প্রবেশ করে
 ii. কোষে CO_2 এর পরিমাণ বেড়ে যায়
 iii. রক্ষীকোষ থেকে সক্রিয়ভাবে H^+ বের হয়ে যায়
 নিচের কোনটি সঠিক?",i & ii,ii & iii,i & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii, ও iii",c
Where the Calvin cycle takes place?,ক্যালভিন চক্র কোথায় সংঘটিত হয়?,In the stroma of chloroplast,In the thylacoid of chloroplast,In the cytoplasm,In the matrix of mitochondria,ক্লোরোপ্লাস্টের স্ট্রোমাতে,ক্লোরোপ্লাস্টের থাইলাকয়েডে,সাইটোপ্লাজমে,মাইটোকন্ড্রিয়ার ম্যাট্রিক্সে,a
Which of the following plant can photosynthesize at high temperature?,নিচের কোন উদ্ভিদটি উচ্চ তাপমাত্রায় সালোকসংশ্লেষণ করতে পারে?,Sugarcane,Paddy,Wheat,Barley,ইক্ষু,ধান,যব,বার্লি,a
Which of the following element needs to be present in the primary medium of tissue culture?,টিস্যু কালচারের প্রাথমিক মিডিয়ামে নিচের কোন উপাদানটি থাকা প্রয়োজন?,Protein,Glycerol,Maltose,Sucrose,প্রোটিন,গ্লিসারল,ম্যালটোজ,সুকরোজ,d
"In the process of recombinant DNA technology-
i. Plasmid is required
ii. it is possible to produce more seedings in a short time
iii. the geno type of the organism can be changed
Which one is correct?","রিকম্বিনেন্ট DNA প্রযুক্তি প্রক্রিয়ায়-
 i. প্লাজমিডের প্রয়োজন হয়
 ii. অল্প সময়ে অধিক চারা উৎপাদন করা সম্ভব হয়
 iii. জীবের জিনোটাইপ পরিবর্তন করা হয়
 নিচের কোনটি সঠিক?",i & ii,ii & iii,i & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii, ও iii",c
Which of the following micro organism is widely used in recombinant DNA technology?,রিকম্বিনেন্ট DNA প্রযুক্তিতে নিচের কোন অণুজীব ব্যাপকভাবে ব্যবহৃত হয়?,Azotobactor,Pseudomonas,Clostridium,E. coli,Azatabactor,Pseudomonas,Clastridium,E. coli,d
Which one is applicable for sperm of cycas?,Cycas এর শুক্রাণুর ক্ষেত্রে প্রযোজ্য কোনটি?,Large and no flagella,Small and contain flagella,Large and contain many flagella,Large and contain single flagella,বৃহৎ ও ফ্ল্যাজেলবিহীন,ক্ষুদ্র ও ফ্ল্যাজেলাযুক্ত,বৃহৎ ও বহুফ্ল্যাজেলাযুক্ত,বৃহৎ ও ১টি ফ্ল্যাজেলা,c
What is called when cell become dead for shortness of nutrition?,পুষ্টির অভাবজনিত কোষের মৃত্যুকে কী বলে?,Apoptosis,Toxicotosis,Neutrotopsis,Necrosis,অ্যাপোপটসিস,টক্সিকটোসিস,নিউট্রোটপসিস,নেক্রোসিস,d
Which one is responsible for the creation of cave/furrow in plasma membrane?,প্লাজমা মেমব্রেন এর খাঁজ সৃষ্টির জন্য দায়ী-,Actin and Myosin,Actin and Niasin,Myosin and Niasin,Actin and Cytosin,অ্যাকটিন ও মায়োসিন,অ্যাকটিন ও নিয়াসিন,মায়োসিন ও নিয়াসিন,অ্যাকটিন ও সাইটোসিন,a
Histone protein synthesis occur in which phase of cell cycle?,হিস্টোন প্রোটিন সংশ্লেষ হয় কোষচক্রের কোন দশায়?,G-1 phase,G-2 phase,S phase,M phase,G-১ দশা,G-২ দশা,S দশা,M দশা,c
